Numero,Ubicación,Nombre,Disponibilidad,precio de Venta,Precio de Alquiler,Recamaras,Baños,Dimensión,Tipo de vivienda,vivienda nueva / de segunda
221,Cinta Costera,NUOVO PANAMA con 4 ESTACIONAMIENTOS,VENTA,"$390,000.00",,2,3,101,APARTAMENTOS,DE SEGUNDA
222,Cinta Costera,NUOVO PANAMA con 2 ESTACIONAMIENTOS,VENTA,"$330,000.00",,2,3,94,APARTAMENTOS,DE SEGUNDA
223,Bella vista,Apartamento en venta PH Rivage 29-B,VENTA,"$275,000.00",,2,2,150,APARTAMENTOS,DE SEGUNDA
224,Cinta Costera,NUOVO PANAMA A PASOS DE LA CINTA COSTERA,VENTA,"$299,000.00",,2,3,94,APARTAMENTOS,DE SEGUNDA
225,Bella vista,ROR,VENTA,"$298,000.00",,3,3,239,APARTAMENTOS,DE SEGUNDA
226,Bella vista,MARINA PARK,RENTANDO,"$390,000.00",,3,3,204,APARTAMENTOS,
227,Bella vista,MARINA PARK,RENTANDO,"$390,000.00",,3,3,210,APARTAMENTOS,
228,Bella vista,CASA COMERCIAL EN BELLA VISTA,VENTALQUILER,"$1,080,000.00",,6,6,720,CASAS,NUEVO
229,Bella vista,"P.H BELLA VISTA PARK,",VENTALQUILER,"$297,500.00",,2,2,160,APARTAMENTOS,DE SEGUNDA
231,Bella vista,PH BELLA VISTA PARK,VENTA,"$290,000.00",,2,2,132,APARTAMENTOS,DE SEGUNDA
232,Bella vista,ROR,VENTA,"$330,000.00",,3,3,228,APARTAMENTOS,DE SEGUNDA
234,Bella vista,ROR,VENTA,"$398,000.00",,2,2,228,APARTAMENTOS,DE SEGUNDA
235,Bella vista,PARQUE MARBELLA,ALQUILER,"$1,400.00",,2,2,125,APARTAMENTOS,
236,Bella vista,BELLE VIEW,VENTA,"$315,000.00",,3,2,125,APARTAMENTOS,DE SEGUNDA
238,Bella vista,HOSTAL EN BELLA VISTA,ALQUILER,"$8,200.00",,,,688,CASAS,
239,Bella vista,Parkside Costa del Este,VENTALQUILER,"$320,000.00","$1,300.00",1,1,96,APARTAMENTOS,DE SEGUNDA
240,Costa del Este,MAREA II,VENTA,"$2,216,700.00",,4,4,718,APARTAMENTOS,NUEVO
241,Bella vista,COSTA SERENA,VENTALQUILER,"$1,100,000.00","$4,000.00",3,5,550,CASAS,NUEVO
242,Costa del Este,Castellammare Loft,VENTA,"$280,000.00",,2,2,113,APARTAMENTOS,DE SEGUNDA
243,Costa del Este,SOL DEL ESTE TORRE 2,RENTANDO,"$255,000.00","$1,200.00",3,3,147,APARTAMENTOS,
244,Costa del Este,Sol del Este,VENTA,"$260,000.00",,3,3,147,APARTAMENTOS,DE SEGUNDA
245,Costa del Este,COSTA SERENA,VENTA,"$790,000.00",,4,4,420,CASAS,NUEVO
246,Costa del Este,Costa Dorada #82,VENTA,"$650,000.00",,3,3,380,CASAS,NUEVO
247,Costa del Este,"Costa del Este, COSTA SERENA",VENTA,"$1,023,000.00",,3,3,500,CASAS,NUEVO
248,Costa del Este,COSTA AZUL,VENTALQUILER,"$850,000.00","$3,500.00",4,3,247,CASAS,NUEVO
249,Costa del Este,Costa Serena,VENTALQUILER,"$880,000.00","$4,000.00",4,4,462,CASAS,NUEVO
250,Costa del Este,OCEAN ONE,VENTA,"$620,000.00",,4,4,330,APARTAMENTOS,NUEVO
251,Costa del Este,Antigua,ALQUILER,"$4,500.00",,3,3,450,CASAS,
252,Costa del Este,Green Bay III 22B,VENTA,"$165,000.00",,3,2,114,APARTAMENTOS,DE SEGUNDA
253,Costa del Este,COSTA SERENA,VENTA,"$850,000.00",,3,3,360,CASAS,NUEVO
254,Costa del Este,COSTA BAY,VENTA,"$790,000.00",,3,3,414,CASAS,NUEVO
255,Costa del Este,RIVERSIDE,VENTA,"$294,000.00",,1,2,101,APARTAMENTOS,DE SEGUNDA
256,Costa del Este,BALMORAL,VENTA,"$2,500,000.00",,4,4,767,CASAS,NUEVO
257,Costa del Este,CAMELIAS,VENTA,"$1,500,000.00",,3,3,655,CASAS,NUEVO
258,Costa del Este,BEGONIAS,VENTA,"$1,750,000.00",,6,6,900,CASAS,NUEVO
259,Costa del Este,PH ALTAMAR DEL ESTE,VENTALQUILER,"$699,000.00","$2,600.00",3,3,317,APARTAMENTOS,NUEVO
260,Costa del Este,PH RIVERSIDE EN ALQUILER O VENTA,VENTALQUILER,"$340,000.00","$1,600.00",1,2,105,APARTAMENTOS,DE SEGUNDA
261,Costa del Este,Costa Bella,ALQUILER,"$2,800.00",,3,4,445,CASAS,
262,Costa del Este,COSTA BELLA RESIDENCIA EN VENTA,VENTA,"$740,000.00",,3,4,360,CASAS,NUEVO
263,Costa del Este,PH LUMIERE T200 28C,ALQUILER,"$1,300.00",,2,2,102,APARTAMENTOS,
264,Costa del Este,MAREA II,VENTA,"$2,000,000.00",,4,4,718,APARTAMENTOS,NUEVO
265,Costa del Este,PH VITRI TOWER,VENTALQUILER,"$1,300,000.00","$5,500.00",4,4,525,APARTAMENTOS,NUEVO
266,Costa del Este,SOHO TOWER IMPECABLE,VENTALQUILER,"$450,000.00","$2,300.00",3,3,207,APARTAMENTOS,NUEVO
267,Costa del Este,COUNTRY CLUB,VENTALQUILER,"$370,000.00","$1,500.00",3,3,204,APARTAMENTOS,DE SEGUNDA
268,Costa del Este,PH SEVILLA T0RRE 1000,VENTA,"$239,000.00",,2,2,110,APARTAMENTOS,DE SEGUNDA
269,Costa del Este,PH PARKSIDE,ALQUILER,"$1,800.00",,2,2,125,APARTAMENTOS,
270,Costa del Este,PH Vitri,ALQUILER,"$3,700.00",,4,4,387,APARTAMENTOS,
271,Costa del Este,TORRE ZEUS,VENTA,"$706,200.00",,3,3,372,APARTAMENTOS,NUEVO
272,Costa del Este,COSTA SERENA,VENTA,"$1,050,000.00",,5,5,520,CASAS,NUEVO
273,Costa del Este,PARQUE DEL MAR I,VENTA,"$365,000.00",,3,3,202,APARTAMENTOS,DE SEGUNDA
274,Costa del Este,TEN TOWER,RENTANDO,"$886,000.00",,3,3,419,APARTAMENTOS,
275,Costa del Este,TOSCANA DEL ESTE,VENTA,"$1,800,000.00",,4,4,500,CASAS,NUEVO
276,Costa del Este,ROYAL PACIFIC,VENTALQUILER,"$1,350,000.00","$6,500.00",5,4,575,CASAS,NUEVO
277,Costa del Este,OCEAN TWO,VENTA,"$875,000.00",,4,4,410,APARTAMENTOS,NUEVO
278,Costa del Este,PH Breeze,VENTA,"$450,000.00",,3,3,238,APARTAMENTOS,NUEVO
279,Costa del Este,PH MAREA,VENTALQUILER,"$1,785,000.00","$6,500.00",4,4,626,APARTAMENTOS,NUEVO
280,Costa del Este,PH VITRI TOWER,ALQUILER,"$3,900.00",,4,4,386,APARTAMENTOS,
281,Costa del Este,OCEAN TWO,VENTA,"$749,000.00",,3,3,415,APARTAMENTOS,NUEVO
282,Costa del Este,Sol del Este 19A,VENTALQUILER,"$260,000.00","$1,400.00",3,3,147,APARTAMENTOS,DE SEGUNDA
283,Costa del Este,PH MAREA,VENTA,"$1,550,000.00",,4,4,626,APARTAMENTOS,NUEVO
284,Costa del Este,PH PARQUE DEL MAR LINDA VISTA AL PARQUE,VENTA,"$359,900.00",,3,3,202,APARTAMENTOS,DE SEGUNDA
285,Costa del Este,OCEAN TWO,VENTA,"$675,000.00",,3,3,303,APARTAMENTOS,DE SEGUNDA
286,Costa del Este,PANAMA BAY TOWER,VENTALQUILER,"$660,000.00","$4,250.00",3,3,338,APARTAMENTOS,NUEVO
287,Costa del Este,VITRI TOWER,VENTALQUILER,"$956,228.00","$4,850.00",3,3,368,APARTAMENTOS,NUEVO
288,Costa del Este,BAYSIDE,ALQUILER,"$3,300.00",,3,3,294,APARTAMENTOS,
289,Costa del Este,BAYSIDE,ALQUILER,"$2,990.00",,3,3,294,APARTAMENTOS,
290,Costa del Este,GREEN BAY COSTA DEL ESTE,VENTA,"$180,000.00",,3,2,125,APARTAMENTOS,DE SEGUNDA
291,Costa del Este,Ocean Two,VENTALQUILER,"$625,000.00","$2,800.00",3,3,303,APARTAMENTOS,NUEVO
292,Costa del Este,Panama Bay Tower,ALQUILER,"$2,500.00",,3,3,339,APARTAMENTOS,
293,Costa del Este,Riverside,VENTALQUILER,"$330,000.00","$1,800.00",2,2,142,APARTAMENTOS,DE SEGUNDA
294,Costa del Este,Penthouse Breeze Costa del Este,VENTA,"$1,200,000.00",,4,5,443,APARTAMENTOS,NUEVO
295,Costa del Este,TEN TOWER,VENTA,"$895,000.00",,3,3,432,APARTAMENTOS,NUEVO
296,Costa del Este,COSTA REAL TOWER,ALQUILER,"$1,900.00",,3,3,222,APARTAMENTOS,
297,Costa del Este,Casa,VENTA,"$700,000.00",,3,3,313,CASAS,NUEVO
298,Costa del Este,SOHO TOWER AMOBLADO,ALQUILER,"$2,300.00",,3,3,207,APARTAMENTOS,
299,Costa del Este,Parque del Mar,VENTALQUILER,"$380,000.00","$1,750.00",3,3,202,APARTAMENTOS,DE SEGUNDA
300,"Costa del Este,Juan Díaz",PH – Pearl At The Sea,VENTA,"$695,000.00",,3,3,291,APARTAMENTOS,NUEVO
301,"Costa del Este,Juan Díaz",PARKSIDE,VENTA,"$300,000.00",,1,1,96,APARTAMENTOS,DE SEGUNDA
302,"Costa del Este,Juan Díaz",Sevilla,VENTALQUILER,"$220,000.00","$1,200.00",2,2,110,APARTAMENTOS,DE SEGUNDA
303,"Costa del Este,Juan Díaz",LATITUDE,VENTA,"$485,000.00",,3,3,210,APARTAMENTOS,NUEVO
304,"Costa del Este,Juan Díaz",Acqua II,ALQUILER,"$3,500.00",,3,5,348,APARTAMENTOS,
305,"Costa del Este,Juan Díaz",PH TITANIUM,VENTA,"$475,000.00",,3,3,226,APARTAMENTOS,NUEVO
306,"Costa del Este,Juan Díaz",Royal Pacific,VENTA,"$1,350,000.00",,4,4,561,CASAS,NUEVO
307,"Costa del Este,Juan Díaz",MURANO,VENTA,"$700,000.00",,3,3,290,APARTAMENTOS,NUEVO
308,"Costa del Este,Juan Díaz",TEN TOWER,VENTA,"$925,000.00",,3,3,424,APARTAMENTOS,NUEVO
309,"Costa del Este,Juan Díaz",COSTA DEL ESTE COUNTRY CLUB,RENTANDO,"$389,000.00","$1,400.00",3,3,204,APARTAMENTOS,
310,"Costa del Este,Juan Díaz",TOSCANA DEL ESTE,VENTA,"$2,200,000.00",,4,4,650,CASAS,NUEVO
311,"Costa del Este,Juan Díaz",BALMORAL,VENTA,"$3,200,000.00",,5,8,850,CASAS,NUEVO
312,"Costa del Este,Juan Díaz",THE REGENT COUNTRY CLUB,VENTA,"$315,000.00",,2,2,106,APARTAMENTOS,DE SEGUNDA
313,"Costa del Este,Juan Díaz",THE REGENT COUNTRY CLUB,VENTA,"$280,000.00",,2,2,96,APARTAMENTOS,DE SEGUNDA
314,"Costa del Este,Juan Díaz",RIVERSIDE,RENTANDO,"$325,000.00",,2,2,130,APARTAMENTOS,
315,"Costa del Este,Juan Díaz",MAREA II,VENTA,"$2,221,700.00",,4,4,718,APARTAMENTOS,NUEVO
316,"Costa del Este,Juan Díaz",MAREA II,VENTA,"$2,206,700.00",,4,4,718,APARTAMENTOS,NUEVO
317,"Costa del Este,Juan Díaz",MAREA II,VENTA,"$2,191,700.00",,4,4,718,APARTAMENTOS,NUEVO
318,"Costa del Este,Juan Díaz",THE REGENT COSTA DEL ESTE,ALQUILER,"$1,950.00",,3,3,202,APARTAMENTOS,
319,"Costa del Este,Juan Díaz",MAREA I,VENTA,"$2,000,000.00",,4,4,680,APARTAMENTOS,NUEVO
320,"Costa del Este,Juan Díaz",CASTELLAMARE,ALQUILER,"$1,600.00",,2,2,137,APARTAMENTOS,
321,"Costa del Este,Juan Díaz",PALMERAS DEL ESTE,VENTA,"$889,000.00",,3,3,368,CASAS,NUEVO
322,"Costa del Este,Juan Díaz",TEN TOWER,ALQUILER,"$4,500.00",,3,3,419,APARTAMENTOS,
323,"Costa del Este,Juan Díaz",ACQUA I,VENTA,"$915,000.00",,3,3,325,APARTAMENTOS,NUEVO
324,"Costa del Este,Juan Díaz",MAREA II,VENTA,"$2,389,000.00",,4,4,1145,APARTAMENTOS,NUEVO
326,"Costa del Este,Parque Lefevre",BREEZE,ALQUILER,"$2,300.00",,3,3,239,APARTAMENTOS,
328,"Costa del Este,Juan Díaz",PARAMOUNT,ALQUILER,,,3,3,323,APARTAMENTOS,
329,"Costa del Este,Juan Díaz",COSTA DEL ESTE COUNTRY CLUB,ALQUILER,"$1,900.00",,3,3,204,APARTAMENTOS,
330,"Costa del Este,Juan Díaz",ACQUA I,VENTA,"$1,040,000.00",,3,3,325,APARTAMENTOS,NUEVO
331,"Costa del Este,Juan Díaz",TOP TOWERS,VENTA,"$245,000.00",,2,2,119,APARTAMENTOS,DE SEGUNDA
332,"Costa del Este,Juan Díaz",TITANIUM,VENTA,"$550,000.00",,3,3,223,APARTAMENTOS,NUEVO
333,"Costa del Este,Juan Díaz",PARQUE DEL MAR I,VENTA,"$470,000.00",,3,3,202,APARTAMENTOS,NUEVO
334,"Costa del Este,Juan Díaz",PANAMA BAY,ALQUILER,"$3,000.00",,3,3,338,APARTAMENTOS,
335,"Costa del Este,Parque Lefevre",MAGNOLIAS,VENTA,"$1,595,000.00",,4,4,807,CASAS,NUEVO
336,"Costa del Este,Juan Díaz",COSTA VIEW,VENTA,"$285,000.00",,3,2,164,APARTAMENTOS,NUEVO
337,"Costa del Este,Juan Díaz",MURANO,VENTA,"$790,000.00",,3,3,323,APARTAMENTOS,NUEVO
338,"Costa del Este,Juan Díaz",COSTA DE LAS PERLAS,VENTALQUILER,"$1,400,000.00","$4,500.00",4,4,580,CASAS,NUEVO
339,"Costa del Este,Juan Díaz",SEVILLA,ALQUILER,"$1,600.00",,3,3,188,APARTAMENTOS,
340,"Costa del Este,Juan Díaz",SOL DEL ESTE TORRE 2,RENTANDO,"$290,000.00","$1,500.00",3,3,147,APARTAMENTOS,
341,"Costa del Este,Juan Díaz",GREEN BAY TORRE 4,RENTANDO,"$400,000.00","$1,800.00",4,3,163,APARTAMENTOS,
342,"Costa del Este,Juan Díaz",TOP TOWERS,VENTA,"$270,000.00",,2,2,113,APARTAMENTOS,DE SEGUNDA
343,"Costa del Este,Juan Díaz",MAGNOLIAS,VENTA,"$2,500,000.00",,4,5,1100,CASAS,NUEVO
344,"Costa del Este,Juan Díaz",COSTA AZUL,VENTALQUILER,"$1,300,000.00","$5,000.00",4,4,467,CASAS,NUEVO
345,"Costa del Este,Juan Díaz",BEGONIAS,VENTA,"$1,500,000.00",,4,4,570,CASAS,NUEVO
346,"Costa del Este,Juan Díaz",BALMORAL,VENTA,"$2,450,000.00",,4,5,803,CASAS,NUEVO
347,"Costa del Este,Juan Díaz",VERTIKAL,VENTALQUILER,"$400,000.00","$2,000.00",3,3,172,APARTAMENTOS,NUEVO
348,"Costa del Este,Juan Díaz",TITANIUM,VENTA,"$950,000.00",,3,3,374,APARTAMENTOS,NUEVO
349,"Costa del Este,Juan Díaz",TITANIUM,RENTANDO,"$585,000.00","$2,250.00",3,3,226,APARTAMENTOS,
350,"Costa del Este,Juan Díaz",PARAMOUNT,ALQUILER,"$3,900.00",,3,4,323,APARTAMENTOS,
352,"Costa del Este,Juan Díaz",PEARL AT THE SEA,ALQUILER,"$3,400.00",,3,3,292,APARTAMENTOS,
353,"Costa del Este,Juan Díaz",ACQUA II,VENTA,"$1,100,000.00",,3,3,345,APARTAMENTOS,NUEVO
354,"Costa del Este,Juan Díaz",BREEZE,VENTA,"$510,000.00",,3,3,217,APARTAMENTOS,NUEVO
355,"Costa del Este,Juan Díaz",TITANIUM,RENTANDO,"$670,000.00","$2,400.00",3,3,234,APARTAMENTOS,
356,"Costa del Este,Juan Díaz",TITANIUM,RENTANDO,"$650,000.00","$2,500.00",3,3,226,APARTAMENTOS,
357,"Costa del Este,Juan Díaz",SOL DEL ESTE TORRE 1,VENTA,"$310,000.00","$1,600.00",3,3,147,APARTAMENTOS,DE SEGUNDA
358,"Costa del Este,Juan Díaz",SEVILLA,VENTA,"$310,000.00","$1,700.00",3,2,155,APARTAMENTOS,NUEVO
359,"Costa del Este,Juan Díaz",MAGNOLIAS,VENTA,"$3,825,000.00",,5,5,1200,CASAS,NUEVO
360,"Costa del Este,Juan Díaz",PARAMOUNT,ALQUILER,"$3,800.00",,3,3,313,APARTAMENTOS,
361,"Costa del Este,Juan Díaz",PALMERAS DEL ESTE,VENTA,"$1,075,000.00",,4,3,378,CASAS,NUEVO
362,"Costa del Este,Juan Díaz",PEARL AT THE SEA,VENTA,"$760,000.00",,3,3,292,APARTAMENTOS,NUEVO
363,"Costa del Este,Juan Díaz",BREEZE,VENTA,"$520,000.00",,3,3,217,APARTAMENTOS,NUEVO
364,"Costa del Este,Juan Díaz",ELEVATION,VENTA,"$400,000.00",,3,3,185,APARTAMENTOS,NUEVO
365,"Costa del Este,Juan Díaz",COSTA DEL ESTE COUNTRY CLUB T100,VENTA,"$470,000.00",,3,3,204,APARTAMENTOS,NUEVO
366,"Costa del Este,Juan Díaz",SOL DEL ESTE TORRE 2,VENTA,"$310,000.00","$1,600.00",3,3,147,APARTAMENTOS,DE SEGUNDA
367,"Costa del Este,Juan Díaz",PARQUE DEL MAR I,VENTA,"$530,000.00",,3,3,202,APARTAMENTOS,NUEVO
368,"Costa del Este,Juan Díaz",SOL DEL ESTE TORRE 2,ALQUILER,"$1,900.00",,3,3,147,APARTAMENTOS,
369,"Costa del Este,Juan Díaz",PARQUE DEL MAR I,VENTA,"$500,000.00",,3,3,202,APARTAMENTOS,NUEVO
370,"SANTA MARIA,Juan Díaz",ACQUA II,VENTA,"$1,200,000.00",,3,3,345,APARTAMENTOS,NUEVO
371,"SANTA MARIA,Juan Díaz",Greenview 3201,ALQUILER,"$2,500.00",,3,3,235,APARTAMENTOS,
372,"SANTA MARIA,Juan Díaz",PH PRIVILEDGE,VENTALQUILER,"$700,000.00",,3,3,235,APARTAMENTOS,
373,"SANTA MARIA,Juan Díaz",THE HERITAGE,VENTA,"$2,100,000.00",,4,4,640,APARTAMENTOS,NUEVO
374,"SANTA MARIA,Juan Díaz",THE RESERVE T300,VENTALQUILER,"$1,249,000.00",,4,4,416,APARTAMENTOS,NUEVO
375,"SANTA MARIA,Juan Díaz",THE RESERVE T300,VENTA,"$750,000.00",,4,5,296,APARTAMENTOS,NUEVO
376,"SANTA MARIA,Juan Díaz",BUENAVISTA RESIDENCES,ALQUILER,"$4,500.00",,3,3,400,APARTAMENTOS,
377,"SANTA MARIA,Juan Díaz",BUENAVISTA RESIDENCES,VENTA,"$1,199,000.00",,3,3,400,APARTAMENTOS,NUEVO
378,"SANTA MARIA,Juan Díaz",LA VISTA ON THE GREEN,VENTA,"$1,700,000.00",,3,3,572,APARTAMENTOS,NUEVO
379,"SANTA MARIA,Juan Díaz",LA VISTA ON THE GREEN,VENTA,"$875,000.00",,3,3,336,APARTAMENTOS,NUEVO
380,"SANTA MARIA,Juan Díaz",THE RESERVE T300,VENTA,"$690,000.00",,4,4,296,APARTAMENTOS,NUEVO
381,"SANTA MARIA,Juan Díaz",The Reserve Santa Maria Torre legacy 400,ALQUILER,"$3,000.00",,4,4,270,APARTAMENTOS,
382,"SANTA MARIA,Juan Díaz",PH Heritage,ALQUILER,"$8,000.00",,4,4,612,APARTAMENTOS,
384,"SANTA MARIA,Juan Díaz",GREENVIEW,ALQUILER,"$2,500.00",,3,3,215,APARTAMENTOS,
385,"SANTA MARIA,Juan Díaz",VALERY POINT,VENTA,"$1,158,795.00",,3,3,351,APARTAMENTOS,NUEVO
386,"MARBELLA,Bella Vista",THE HERITAGE,VENTA,"$3,198,050.00",,3,3,640,APARTAMENTOS,NUEVO
387,"MARBELLA,Bella Vista",EBBELLE,VENTALQUILER,"$260,000.00","$1,500.00",3,3,158,APARTAMENTOS,DE SEGUNDA
388,"MARBELLA,Bella Vista",SOL MARINA REMODELADO – 242M2,VENTA,"$399,000.00",,3,3,242,APARTAMENTOS,DE SEGUNDA
389,"MARBELLA,Bella Vista",Marbella Tower,VENTA,"$265,000.00","$1,350.00",3,3,186,APARTAMENTOS,
390,"MARBELLA,Bella Vista",Torre Ebbelle I,ALQUILER,"$1,275.00",,3,3,167,APARTAMENTOS,
391,"MARBELLA,Bella Vista",Alquiler Marbella 3beds/3baths amoblado.,ALQUILER,"$1,150.00",,3,3,135,APARTAMENTOS,
392,"MARBELLA,Bella Vista",PH Girasol,VENTA,"$225,000.00",,3,2,168,APARTAMENTOS,DE SEGUNDA
393,"MARBELLA,Bella Vista",MARABIERTO,ALQUILER,"$2,000.00",,3,3,264,APARTAMENTOS,
394,"MARBELLA,Bella Vista","Apartamento en Marbella, Ph Alfil",VENTA,"$225,000.00",,3,3,174,APARTAMENTOS,DE SEGUNDA
395,"MARBELLA,Bella Vista",PH LOS DELFINES APT 36,VENTALQUILER,"$760,000.00","$4,500.00",4,4,560,APARTAMENTOS,NUEVO
396,"MARBELLA,Bella Vista",Grand Bay 2 recámaras,VENTA,"$225,000.00",,2,2,97,APARTAMENTOS,DE SEGUNDA
397,"MARBELLA,Bella Vista",BAHIA ESMERALDA,VENTA,"$910,000.00",,4,4,497,APARTAMENTOS,NUEVO
398,"MARBELLA,Bella Vista",Luxury apartment in Yoo Panama,VENTA,"$359,000.00",,1,1,121,APARTAMENTOS,DE SEGUNDA
399,Bella vista,TORRE MARBELLA,VENTA,"$285,000.00",,3,3,187,APARTAMENTOS,DE SEGUNDA
400,Bella vista,BAHIA ESMERALDA,VENTA,"$418,500.00",,3,3,245,APARTAMENTOS,NUEVO
401,Bella vista,BAHIA ESMERALDA,VENTALQUILER,"$458,000.00","$2,350.00",3,3,246,APARTAMENTOS,NUEVO
402,Bella vista,MARBELLA TOWER II,ALQUILER,"$1,450.00",,3,3,213,APARTAMENTOS,
403,Bella vista,RIO MAR,VENTA,"$260,000.00",,3,2,215,APARTAMENTOS,DE SEGUNDA
404,Bella vista,BRISAS MARBELLA,ALQUILER,"$1,900.00",,3,3,212,APARTAMENTOS,
405,Bella vista,COSTA DEL MAR,VENTA,"$350,000.00",,3,3,241,APARTAMENTOS,DE SEGUNDA
406,Bella vista,MARBELLA TOWER 1,ALQUILER,"$1,500.00",,2,2,138,APARTAMENTOS,
407,Bella vista,MARBELLA 47,VENTA,"$515,000.00",,3,3,195,APARTAMENTOS,NUEVO
408,Bella vista,CORAL REEF,ALQUILER,"$1,400.00",,1,1,90,APARTAMENTOS,
409,Bella vista,MARBELLA TOWER II,VENTALQUILER,"$288,000.00","$1,900.00",3,3,213,APARTAMENTOS,DE SEGUNDA
410,Bella vista,CASA COMERCIAL EN MARBELLA,RENTANDO,"$1,650,000.00","$5,500.00",10,9,583,CASAS,
411,San Francisco,MARBELLA TOWER II,VENTA,"$420,000.00",,3,4,213,APARTAMENTOS,NUEVO
412,San Francisco,PANAMAR,VENTA,"$690,000.00",,3,3,378,APARTAMENTOS,NUEVO
413,San Francisco,ICON TOWER,VENTA,"$315,000.00",,3,3,160,APARTAMENTOS,DE SEGUNDA
414,San Francisco,SOBRE LAS ROCAS,VENTALQUILER,"$695,000.00","$2,450.00",3,3,575,APARTAMENTOS,NUEVO
415,San Francisco,PUNTARENAS,VENTALQUILER,"$670,000.00","$2,900.00",3,2,338,APARTAMENTOS,NUEVO
416,San Francisco,Panamar Apt 2 A,VENTA,"$625,000.00",,3,3,378,APARTAMENTOS,NUEVO
417,San Francisco,SANTORINI,VENTALQUILER,"$970,000.00","$4,000.00",3,3,536,APARTAMENTOS,NUEVO
418,San Francisco,OCEAN SKY,ALQUILER,"$1,600.00",,2,1,146,APARTAMENTOS,
419,San Francisco,P.H. OCEAN SKY EN VENTA PISO COMPLETO,VENTA,"$650,000.00",,3,3,347,APARTAMENTOS,NUEVO
420,San Francisco,OCEAN SKY,VENTA,"$1,500,000.00","$5,500.00",3,3,500,APARTAMENTOS,NUEVO
421,San Francisco,DA VINCI,VENTALQUILER,"$389,000.00","$1,700.00",3,3,221,APARTAMENTOS,DE SEGUNDA
422,San Francisco,APARTAMENTO EN OCEAN SKY COCO DEL MAR,VENTA,"$325,000.00",,2,1,147,APARTAMENTOS,DE SEGUNDA
423,San Francisco,LE MARE,RENTANDO,"$265,000.00","$1,300.00",2,1,140,APARTAMENTOS,
424,San Francisco,ICON TOWER,ALQUILER,"$1,250.00",,1,1,96,APARTAMENTOS,
425,San Francisco,Edificio Panamar,VENTA,"$1,325,000.00",,4,3,620,APARTAMENTOS,NUEVO
426,San Francisco,COCO PALACE,RENTANDO,"$445,000.00","$1,500.00",3,2,244,APARTAMENTOS,
427,San Francisco,PUNTARENAS,VENTA,"$660,000.00",,3,3,383,APARTAMENTOS,NUEVO
428,San Francisco,BOUTIQUE QUARTIER DEL MAR,VENTA,"$280,000.00",,2,1,120,APARTAMENTOS,DE SEGUNDA
429,San Francisco,CASA EN COCO DEL MAR,VENTALQUILER,"$715,000.00","$3,750.00",5,4,439,CASAS,NUEVO
431,San Francisco,SANTORINI,VENTA,"$995,000.00",,3,2,536,APARTAMENTOS,NUEVO
432,San Francisco,VERANDA TOWER,VENTALQUILER,"$337,500.00","$2,400.00",2,2,171,APARTAMENTOS,DE SEGUNDA
433,San Francisco,TORRES COCO MAR,ALQUILER,"$1,300.00",,2,2,142,APARTAMENTOS,
434,San Francisco,ICON TOWER,VENTA,"$331,200.00",,2,2,160,APARTAMENTOS,DE SEGUNDA
435,San Francisco,LONG BEACH,ALQUILER,"$2,000.00",,3,2,239,APARTAMENTOS,
436,San Francisco,BALEARES,VENTA,"$595,000.00",,4,3,286,APARTAMENTOS,NUEVO
437,San Francisco,BELVEDERE,VENTALQUILER,"$680,000.00","$4,000.00",5,2,607,APARTAMENTOS,NUEVO
438,Ancón,LE MARE,ALQUILER,"$1,400.00",,1,3,90,APARTAMENTOS,
439,Ancón,EMBASSY CLUB COURTYARD II, VENTA,"$260,000.00",,2,2,144,APARTAMENTOS,DE SEGUNDA
440,Ancón,TOWNHOUSE EMBASSY CLUB, VENTALQUILER,"$599,000.00","$2,800.00",3,3,263,CASAS,NUEVO
441,Ancón,"Calle Parker y Calle Hill, Ciudad del Sa", ALQUILERMLS Acobir,"$2,300.00",,4,3,234,CASAS,
442,Ancón,Greenfield Casa 18, VENTAMLS Acobir,"$440,000.00",,3,2,264,CASAS,NUEVO
443,Ancón,CASA EN CLAYTON, VENTALQUILER,"$675,000.00","$2,800.00",3,2,219,CASAS,NUEVO
444,Ancón,CANAL VIEW, ALQUILER,"$2,500.00",,3,3,181,APARTAMENTOS,
445,Ancón,EMBASSY GARDEN 10, ALQUILER,"$3,200.00",,3,2,200,APARTAMENTOS,
446,Ancón,CLAYTON PARK, VENTA,"$290,000.00",,3,3,162,APARTAMENTOS,DE SEGUNDA
447,San Francisco,EMBASSY CLUB COURTYARD II, VENTA,"$375,000.00",,2,6,144,APARTAMENTOS,DE SEGUNDA
448,San Francisco,THE REGENT,VENTA,"$275,000.00",,3,1,215,APARTAMENTOS,DE SEGUNDA
449,San Francisco,PLAZA REAL,VENTA,"$255,000.00",,3,2,180,APARTAMENTOS,DE SEGUNDA
450,San Francisco,LAS MARQUESAS,VENTA,"$220,000.00",,3,3,97,APARTAMENTOS,DE SEGUNDA
451,San Francisco,PH Joy Tower,VENTALQUILER,"$425,000.00",,3,2,72,APARTAMENTOS,NUEVO
452,San Francisco,PH COUNTRY PARK,VENTA,"$230,000.00",,3,2,345,APARTAMENTOS,DE SEGUNDA
453,San Francisco,Aquamarina,VENTA,"$130,000.00",,2,1,183,APARTAMENTOS,DE SEGUNDA
454,San Francisco,ALQUILADO Y GENERANDO INGRESOS MENSUAL,VENTA,"$160,000.00",,2,5,86,APARTAMENTOS,DE SEGUNDA
